GEOID,NAME,tot.popE_13,tot.popM_13,med.incE_13,med.incM_13,giniE_13,giniM_13,less.hsE_13,less.hsM_13,hs.degE_13,hs.degM_13,some.colE_13,some.colM_13,ba.degE_13,ba.degM_13,grad.degE_13,grad.degM_13,tot.degE_13,tot.degM_13,tot.popE_18,tot.popM_18,med.incE_18,med.incM_18,giniE_18,giniM_18,less.hsE_18,less.hsM_18,hs.degE_18,hs.degM_18,some.colE_18,some.colM_18,ba.degE_18,ba.degM_18,grad.degE_18,grad.degM_18,tot.degE_18,tot.degM_18,ADJ_med.inc_13
4820540,"DISH town, Texas",305,178,87500,39364,0.276,0.0892,21,31,55,25,67,51,19,12,6,7,168,58,419,77,113750,29299,0.3112,0.049,24,15,85,29,91,35,81,34,34,26,315,61,94327.3195765697
4838488,"Kaufman city, Texas",6796,30,40891,4406,0.4031,0.0316,1082,222,1127,208,1239,183,438,109,140,65,4026,250,7107,25,42610,5983,0.4674,0.0594,1036,185,1659,223,1331,211,366,115,152,73,4544,208,44081.5819977773
4845324,"Mabank town, Texas",3719,675,36618,9158,0.4165,0.042,461,171,945,225,516,135,131,67,84,71,2137,342,3194,287,41563,7662,0.6109,0.1678,211,94,913,244,730,189,103,83,196,109,2153,320,39475.1747229123
4866908,"Seven Points city, Texas",1559,298,27222,6936,0.41,0.0351,322,80,377,107,289,81,28,25,0,13,1016,166,1305,297,38580,7032,0.4349,0.0614,227,81,399,114,200,65,60,36,21,14,907,189,29346.0376401529
4838788,"Kemp city, Texas",1616,404,37153,6024,0.4306,0.0404,245,94,338,94,250,81,68,40,23,23,924,179,996,253,37981,7063,0.4036,0.0482,130,86,284,79,150,57,55,38,33,19,652,172,40051.9189054662
4817504,"Crandall city, Texas",2945,18,69194,17144,0.3107,0.0325,200,71,602,127,676,115,261,83,88,41,1827,163,3491,29,81000,16356,0.3296,0.0373,229,106,725,138,790,125,351,97,129,44,2224,146,74592.9662946419
4863404,"Rosser village, Texas",318,79,41458,14520,0.4005,0.0814,69,27,109,41,46,21,10,10,5,7,239,58,249,90,38333,35388,0.4776,0.1013,50,28,70,30,36,23,6,7,5,5,167,49,44692.8230286335
4876816,"Waxahachie city, Texas",30412,53,54858,2511,0.3983,0.0192,2639,337,5488,469,5762,444,3069,361,1569,250,18527,443,34285,49,62986,2644,0.4132,0.0203,2770,395,5896,526,8092,619,3649,372,1189,244,21596,598,59138.3782552167
4808860,"Blue Mound city, Texas",2752,400,50313,5407,0.3417,0.0319,622,148,644,143,381,89,98,43,19,16,1764,250,3398,526,60321,10725,0.358,0.0279,665,163,694,164,508,98,140,72,115,77,2122,317,54238.7477697823
4840744,"Lakeside town (Tarrant County), Texas",1573,286,76328,7663,0.3701,0.0353,71,43,299,70,487,113,323,83,97,38,1277,208,1524,217,79167,13373,0.3958,0.046,87,39,274,75,484,93,229,62,122,44,1196,143,82283.6074130333
4822588,"Edgecliff Village town, Texas",2874,55,67045,6948,0.3322,0.0282,177,68,612,99,748,92,250,68,195,87,1982,94,3002,24,72500,14936,0.4091,0.0433,330,92,492,98,635,116,304,66,242,56,2003,124,72276.2873258414
4824912,"Everman city, Texas",6192,49,41546,3460,0.4777,0.1228,1000,190,1657,267,926,169,231,134,42,35,3856,257,6252,25,40156,5584,0.4838,0.0621,998,194,1614,247,968,214,201,99,71,57,3852,214,44787.6893614648
4819084,"Dalworthington Gardens city, Texas",2022,279,115972,17815,0.475,0.0452,68,51,159,57,417,101,480,112,365,91,1489,158,2456,317,114375,21089,0.4685,0.0355,74,52,238,83,554,121,475,79,359,81,1700,159,125020.890353531
4826544,"Forest Hill city, Texas",12523,24,42685,3217,0.3608,0.0237,1870,301,2675,380,2482,350,588,169,254,111,7869,370,12913,29,45114,5496,0.3719,0.0241,2398,428,2331,322,2169,286,589,170,332,127,7819,412,46015.5615557243
4856640,"Pelican Bay city, Texas",1621,241,31250,5300,0.4493,0.0461,267,70,483,98,217,54,40,28,2,4,1009,150,1620,305,31000,9237,0.4535,0.0586,222,68,498,148,259,71,49,28,3,6,1031,208,33688.3284202035
4855020,"Pantego town, Texas",2669,349,71000,12804,0.4359,0.0482,141,60,417,109,607,102,436,107,282,69,1883,200,2532,16,61492,11659,0.4278,0.0332,143,71,432,102,552,116,593,97,297,72,2017,108,76539.8821707023
4841056,"Lake Worth city, Texas",4638,19,46913,3548,0.36,0.0366,503,131,1426,227,1044,183,336,126,132,58,3441,190,4919,27,59136,4896,0.319,0.0298,622,143,1403,203,1085,222,299,109,95,64,3504,194,50573.4576376642
4861844,"Richland Hills city, Texas",7912,67,54248,3989,0.3985,0.05,999,275,1666,258,2341,310,682,176,251,92,5939,181,8052,20,61431,5886,0.3625,0.0266,822,243,1856,305,1728,253,1068,232,306,111,5780,262,58480.7820844543
4862384,"River Oaks city, Texas",7517,28,45768,7298,0.3484,0.0454,1482,300,1762,318,1060,287,306,135,118,74,4728,311,7683,19,51840,10323,0.3686,0.0571,1221,277,1782,335,1480,406,501,205,180,101,5164,395,49339.1172843479
4864064,"Sachse city, Texas",20930,40,87171,6119,0.3391,0.0316,978,332,3218,499,4928,678,3169,447,1441,305,13734,627,25133,37,101253,3735,0.2931,0.0216,1974,632,3751,640,5398,809,3608,513,1687,317,16418,654,93972.6488549618
4816216,"Combine city, Texas",1913,325,68438,16051,0.4212,0.0441,236,97,445,108,447,107,122,32,119,68,1369,192,1832,425,75481,10989,0.4674,0.0808,302,133,423,127,336,77,107,46,79,29,1247,240,73777.9782535003
4866428,"Seagoville city, Texas",15099,38,42700,5268,0.4008,0.0341,2296,414,3923,523,3020,420,920,304,421,192,10580,457,16357,26,48341,5856,0.4071,0.0495,3226,513,3787,609,2586,428,682,212,253,122,10534,516,46031.731953366
4807132,"Bedford city, Texas",47727,58,62169,2014,0.4199,0.0208,1963,261,6929,608,13583,721,8709,688,3306,362,34490,535,49306,52,66636,3427,0.3885,0.0131,1895,406,7099,541,13083,710,9230,622,4584,455,35891,647,67019.8300657802
4865660,"Sansom Park city, Texas",4720,41,35046,8482,0.3801,0.0332,1103,192,1050,171,633,151,92,69,44,52,2922,170,5250,28,53670,9394,0.3826,0.0474,818,257,1506,264,705,188,177,90,13,23,3219,247,37780.5170500624
4878544,"White Settlement city, Texas",16372,32,38244,3616,0.4142,0.0382,2439,324,3852,324,3251,437,759,180,321,136,10622,376,17396,35,48237,3048,0.43,0.0446,2067,425,4733,531,3192,426,1024,244,336,135,11352,431,41228.0458272724
4807552,"Benbrook city, Texas",21655,27,65568,2570,0.3985,0.0204,1018,234,3575,340,5730,410,3353,321,1959,252,15635,315,22961,47,71281,2405,0.378,0.0149,719,166,3940,396,5847,396,3844,381,2054,235,16404,385,70684.0421713888
4838896,"Kennedale city, Texas",6936,32,73854,8696,0.3987,0.037,621,168,1225,271,1933,249,749,142,346,126,4874,294,7998,22,75000,15315,0.4137,0.0364,819,357,1538,370,1404,267,967,216,512,184,5240,323,79616.5698286626
4835576,"Hurst city, Texas",37822,60,51908,2204,0.4267,0.0169,3537,428,6738,578,8415,623,4753,447,1809,254,25252,615,38986,60,61509,4238,0.4149,0.0202,3488,550,6517,597,8708,666,5354,525,2155,331,26222,757,55958.2000523495
4831928,"Haltom City city, Texas",42906,40,43645,3453,0.3967,0.0186,7124,766,8970,728,7130,607,2208,356,960,250,26392,858,44275,32,50448,2529,0.3766,0.0192,6731,717,9710,905,7574,780,2149,310,880,176,27044,950,47050.467004793
4824768,"Euless city, Texas",52127,49,54576,2078,0.418,0.0204,3764,507,7700,637,12149,704,7998,733,2596,399,34207,702,55047,58,63327,2688,0.3938,0.0152,4078,522,8343,654,12760,745,8997,605,4455,505,38633,815,58834.3747795528
4877788,"Westover Hills town, Texas",734,194,205833,106096,0.5858,0.0781,3,5,49,39,67,32,263,80,170,57,552,131,533,120,228750,58621,0.4926,0.0535,0,13,7,8,43,24,199,57,146,39,395,86,221893.430518904
4815988,"Colleyville city, Texas",23465,39,153021,10863,0.4278,0.0285,280,109,1622,299,3725,402,6316,496,3800,343,15743,342,26037,42,175369,12711,0.4314,0.0239,218,114,1739,367,4367,478,6978,531,5086,536,18388,453,164960.694502015
4839916,"Krugerville city, Texas",1589,297,87500,14375,0.379,0.0515,34,17,351,109,349,81,250,62,69,27,1053,193,1600,201,100469,13963,0.3458,0.0608,75,41,309,72,442,81,259,61,106,39,1191,141,94327.3195765697
4838332,"Justin city, Texas",3281,29,79881,10368,0.3465,0.0384,167,64,601,156,852,123,479,111,137,57,2236,185,3660,21,91222,9289,0.3686,0.0357,207,101,610,115,953,134,567,102,223,92,2560,151,86113.8356010968
4839928,"Krum city, Texas",4340,24,77132,19259,0.3197,0.0446,162,73,671,157,1092,182,431,133,151,72,2507,188,4973,20,80833,8800,0.2769,0.0275,262,174,689,201,981,239,865,218,383,136,3180,228,83150.3407266283
4841050,"Lakewood Village city, Texas",727,219,96250,19270,0.4021,0.0612,27,20,108,61,197,58,73,35,41,22,446,109,479,89,107250,37944,0.4079,0.0593,22,15,87,35,140,35,117,53,24,14,390,72,103760.051534227
4840516,"Lake Dallas city, Texas",7205,49,67701,4565,0.3545,0.0333,308,154,1686,324,1506,260,1057,279,327,138,4884,281,7832,23,67908,17625,0.3609,0.0401,409,241,1371,291,2065,379,986,335,300,132,5131,339,72983.4727160383
4838080,"Joshua city, Texas",5910,21,54964,6544,0.401,0.0407,729,214,1128,252,1304,252,521,166,69,59,3751,301,7106,29,58586,10337,0.3963,0.0351,679,206,1567,295,1670,305,375,144,275,132,4566,292,59252.649065218
4837072,"Italy town, Texas",1917,248,43958,7400,0.3708,0.0352,262,87,412,93,407,99,107,46,31,25,1219,153,1858,283,46429,5302,0.3549,0.0332,147,57,478,142,441,85,102,32,30,19,1198,176,47387.8893022497
4805612,"Bardwell city, Texas",601,154,32500,6088,0.3659,0.0732,157,62,89,38,71,34,12,12,5,7,334,78,623,151,47188,10718,0.3373,0.0335,190,59,115,43,58,28,13,18,5,8,381,82,35035.8615570116
4803768,"Argyle city, Texas",3369,27,113177,11592,0.4031,0.0358,40,33,364,102,701,143,789,119,363,89,2257,110,3988,17,146667,43866,0.3883,0.0376,62,52,356,111,746,163,1191,203,628,153,2983,190,122007.806259628
4804600,"Aubrey city, Texas",2653,22,60202,7076,0.3277,0.0317,251,110,509,105,691,125,193,51,77,38,1721,105,3313,19,68125,7512,0.3277,0.0366,204,93,632,117,832,130,397,90,167,69,2232,114,64899.3519216989
4805768,"Bartonville town, Texas",1729,247,101964,16714,0.506,0.0867,103,55,189,72,312,73,320,71,207,56,1131,152,1839,322,148750,12660,0.5322,0.0459,60,45,212,87,314,82,467,86,198,53,1251,200,109919.895009204
4801924,"Allen city, Texas",87213,40,101636,5444,0.3835,0.0129,2310,468,7031,774,16743,961,18393,959,9435,695,53912,792,99255,86,106736,3632,0.3997,0.0159,2742,475,8780,842,17245,1050,21398,1219,12640,953,62805,875,109566.302314106
4825488,"Farmersville city, Texas",3364,16,45819,16873,0.4588,0.0838,353,190,894,234,648,187,286,114,47,41,2228,224,3469,30,44637,20666,0.4154,0.0652,254,153,1206,350,656,237,349,170,35,35,2500,235,49394.0966363297
4827684,"Frisco city, Texas",123663,71,108284,3404,0.3738,0.0108,3069,529,8341,701,19888,1093,31367,1085,13200,716,75865,867,165700,136,127133,2389,0.4078,0.0115,3559,486,9500,823,24773,944,39961,1246,25460,903,103253,936,116733.022548906
4851036,"New Hope town, Texas",965,309,79904,8631,0.3295,0.0448,80,49,170,62,186,61,109,54,65,43,610,151,643,131,90278,16937,0.3994,0.0484,53,44,161,53,125,40,107,37,38,17,484,101,86138.630210814
4853115,"Oak Leaf city, Texas",1287,319,91500,12061,0.379,0.0505,85,47,178,55,316,94,224,64,66,31,869,173,1486,326,112333,11445,0.3621,0.0404,79,34,324,89,329,88,212,74,96,35,1040,175,98639.4256143558
4856485,"Pecan Hill city, Texas",675,212,53309,7425,0.4551,0.0686,53,39,210,65,136,60,64,36,6,10,469,120,744,151,75000,16201,0.4466,0.1094,50,26,209,58,180,54,52,30,31,20,522,97,57468.5151920841
4861196,"Red Oak city, Texas",10898,57,64992,4922,0.387,0.0301,896,312,1852,281,2263,312,1026,233,397,158,6434,358,12366,32,68570,7021,0.3828,0.03,835,256,1972,339,3102,379,1158,253,493,162,7560,440,70063.0989019477
4848096,"Midlothian city, Texas",18666,37,70010,5144,0.3531,0.0268,951,242,3111,405,4228,431,2070,302,851,180,11211,455,23908,39,83378,5927,0.4262,0.0947,971,230,3530,388,5817,468,3113,415,1199,205,14630,394,75472.6359263502
4816696,"Corinth city, Texas",20126,44,87577,7226,0.3488,0.0282,589,244,2446,410,4579,564,3319,456,1852,333,12785,439,21158,29,96670,6623,0.3626,0.0223,1031,349,2435,443,5016,528,4139,488,1927,345,14548,550,94410.3276177971
4816636,"Copper Canyon town, Texas",1233,251,107500,36024,0.4024,0.0502,48,37,139,53,215,70,349,88,88,32,839,156,1235,182,146250,20306,0.4509,0.0708,21,18,141,51,222,57,410,81,164,43,958,148,115887.8497655
4802260,"Alvarado city, Texas",3804,18,42537,6901,0.372,0.0542,605,194,944,217,763,215,204,126,0,13,2516,237,4044,19,46268,13489,0.3999,0.0583,424,202,1035,242,836,245,217,145,110,123,2622,203,45856.0136323262
4810216,"Briaroaks city, Texas",653,163,89444,7245,0.3059,0.0476,18,11,125,34,133,37,103,42,51,30,430,94,563,179,68438,15081,0.4549,0.074,13,17,105,39,117,34,94,29,36,15,365,70,96423.0031109338
4831715,"Hackberry town, Texas",1072,305,57063,18627,0.4867,0.1018,236,102,113,39,98,45,87,41,50,25,584,137,1805,376,96111,13126,0.3279,0.047,174,78,225,86,302,99,376,104,160,103,1237,254,61515.4267085463
4821028,"Double Oak town, Texas",2922,24,125179,15499,0.3682,0.0414,91,48,280,123,642,104,618,126,264,86,1895,145,3065,28,151958,14431,0.3831,0.0309,57,29,255,71,566,89,865,108,385,85,2128,103,134946.280426005
4817917,"Cross Timber town, Texas",316,108,85313,25373,0.3421,0.0595,17,11,101,47,81,37,28,16,3,6,230,87,356,131,92500,29550,0.3494,0.0718,30,23,95,36,57,28,40,18,28,28,250,73,91969.6756004102
4829972,"Godley city, Texas",1124,254,43750,13943,0.3664,0.0521,126,58,256,96,205,59,79,45,21,24,687,169,1142,196,44773,14076,0.4281,0.0596,90,40,242,71,244,68,57,32,26,22,659,121,47163.6597882849
4862240,"Rio Vista city, Texas",841,219,51667,20822,0.3737,0.0534,102,60,215,70,214,68,27,16,2,5,560,146,1039,255,57266,18139,0.3968,0.0496,95,35,201,62,193,66,69,39,15,11,573,128,55698.3956635729
4817960,"Crowley city, Texas",13287,64,63224,2545,0.3562,0.0282,941,331,2254,300,3154,388,1132,264,565,164,8046,379,15189,134,72788,5023,0.3408,0.0283,707,269,2597,429,3901,480,1542,328,478,205,9225,383,68157.1480332462
4833848,"Highland Village city, Texas",15364,23,129688,4168,0.3259,0.0215,193,81,1290,242,3090,374,3939,364,1850,283,10362,219,16342,30,143854,6754,0.365,0.0215,250,95,1355,221,3093,322,4400,292,2022,214,11120,314,139807.101957099
4821628,"Duncanville city, Texas",39000,71,56818,2082,0.3902,0.0241,4564,547,6146,626,7471,595,4104,512,1972,325,24257,726,39630,82,55224,4002,0.4024,0.0186,4084,389,6842,702,8337,674,3519,438,2289,315,25071,757,61251.3102137319
4825452,"Farmers Branch city, Texas",29405,48,57692,3157,0.4214,0.0263,3688,387,4640,440,5108,402,4036,401,1954,288,19426,448,35552,59,71032,2573,0.4083,0.0218,3862,387,4941,481,6323,604,6436,507,2780,362,24342,536,62193.5053829881
4835612,"Hutchins city, Texas",5333,21,35213,6474,0.3913,0.0406,954,171,1301,192,968,196,230,95,66,47,3519,177,5726,28,38242,4860,0.499,0.0821,1177,199,1418,184,934,180,154,71,68,51,3751,213,37960.54747714
4837000,"Irving city, Texas",220856,126,50778,1050,0.4582,0.0112,28568,1152,29448,1302,34530,1211,30293,1361,17599,908,140438,1484,238637,67,61937,1317,0.4374,0.009,31027,1413,30674,1148,34661,1475,32691,1191,22215,1131,151268,1479,54740.0300966749
4841212,"Lancaster city, Texas",37087,37,51131,3174,0.378,0.0159,3188,526,6820,584,8395,762,3072,568,1177,238,22652,745,39162,34,53311,2614,0.4121,0.0321,3128,548,6895,704,8668,704,3028,509,1419,303,23138,714,55120.5734545096
4871156,"Sunnyvale town, Texas",5310,27,90640,13379,0.3752,0.0318,382,116,564,159,1055,186,949,196,763,178,3713,222,6284,28,137969,12223,0.3507,0.0531,282,144,763,219,1127,221,1168,241,760,161,4100,191,97712.3228162318
4879576,"Wilmer city, Texas",3729,24,38988,9370,0.4225,0.0759,929,194,569,141,539,153,248,108,18,18,2303,241,4185,18,41125,8617,0.3328,0.0372,862,148,689,183,793,185,195,92,13,16,2552,194,42030.0975503006
4859576,"Princeton city, Texas",7184,25,45880,9113,0.3944,0.0304,596,191,1693,291,1425,250,808,268,245,124,4767,291,9765,28,63635,7095,0.4159,0.0413,725,259,1622,264,2184,286,1176,263,248,87,5955,309,49459.8562534059
4859696,"Prosper town, Texas",10969,360,118281,13301,0.3912,0.0426,310,126,954,239,2239,306,2085,297,859,180,6447,359,19103,346,140815,8543,0.3831,0.0185,263,105,1432,258,3022,307,4395,276,2027,263,11139,401,127510.053563843
4845744,"McKinney city, Texas",137643,57,81118,2169,0.4096,0.0121,6547,735,13983,987,24674,1411,27347,1200,11519,893,84070,999,173460,64,89964,1951,0.4131,0.0102,8645,1157,16662,1005,34102,1212,33908,1304,16173,893,109490,1330,87447.3543932821
4817200,"Cottonwood city, Texas",156,81,68750,79380,0.4173,0.1063,23,17,33,20,40,25,10,10,1,4,107,54,222,68,101250,15222,0.4751,0.2036,12,10,55,25,68,34,14,13,26,15,175,49,74114.3225244476
4861736,"Rice city, Texas",1209,363,40750,9587,0.4098,0.0777,151,59,229,56,257,133,37,25,0,13,674,162,917,172,63625,12292,0.3096,0.0647,178,61,169,41,180,55,55,27,14,15,596,106,43929.5802599453
4825572,"Fate city, Texas",7123,20,83956,6881,0.2956,0.0394,233,112,804,231,1512,255,1393,221,501,165,4443,237,11705,48,108237,9393,0.3054,0.0346,327,137,1395,240,2263,378,2040,336,890,221,6915,308,90506.7936270913
4850760,"Nevada city, Texas",1066,185,70625,16139,0.4067,0.0659,82,32,255,78,261,69,82,34,29,15,709,112,814,135,72500,16567,0.4334,0.0679,53,24,179,52,150,35,104,33,48,22,534,82,76135.6222296598
4850100,"Murphy city, Texas",18412,37,118231,7297,0.3329,0.027,394,165,1610,389,2536,436,4232,494,1873,347,10645,359,20528,40,132589,20362,0.3476,0.0248,709,274,1841,380,3119,519,4816,465,2324,358,12809,509,127456.15223837
4872284,"Terrell city, Texas",16027,31,40036,4556,0.4721,0.0667,2778,344,3042,365,2844,394,923,201,498,195,10085,349,17378,30,44563,3984,0.4313,0.053,1761,320,3915,444,3755,453,1233,245,505,177,11169,376,43159.8693322005
4852902,"Oak Grove town, Texas",683,181,79167,12252,0.2941,0.0513,36,24,119,43,162,48,88,36,20,12,425,79,779,173,90500,20691,0.4126,0.0768,49,41,172,57,175,53,81,28,32,17,509,96,85344.124673352
4830752,"Grays Prairie village, Texas",344,104,70313,22745,0.3463,0.0568,36,23,109,40,86,41,21,12,1,2,253,65,270,67,81875,13309,0.3214,0.0893,28,14,93,26,51,19,30,15,0,13,202,49,75799.2779587126
4871756,"Talty town, Texas",1786,439,102440,21180,0.3344,0.0484,89,48,353,155,468,158,163,58,117,65,1190,284,2302,23,126078,11030,0.3225,0.0318,114,57,265,73,497,91,285,60,225,57,1386,92,110433.035627701
